title,price,location_date,link
"Szybki laptop do pracy / internetu / rozrywki. SSD, bat. 5-6h dotykowy",450,Pruchna - 25 czerwca 2025,https://www.olx.pl/d/oferta/szybki-laptop-do-pracy-internetu-rozrywki-ssd-bat-5-6h-dotykowy-CID99-ID1581to.html
Laptop lenovo g50-30,450,"Szczecin, Centrum - 03 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-g50-30-CID99-ID12il7s.html
Laptop lenovo ideapad 110-15isk,450,Myszków - 05 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-ideapad-110-15isk-CID99-IDWIjX5.html
Laptop Lenovo z i7 Win10 8GB ram Radeon HD HDMI,450,"Warszawa, Mokotów - 17 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-z-i7-win10-8gb-ram-radeon-hd-hdmi-CID99-ID16gPvs.html
"Szybki laptop do pracy / internetu / rozrywki. SSD, bat. 5-6h dotykowy",450,Pruchna - 25 czerwca 2025,https://www.olx.pl/d/oferta/szybki-laptop-do-pracy-internetu-rozrywki-ssd-bat-5-6h-dotykowy-CID99-ID1581to.html
"Szybki laptop do pracy / internetu / rozrywki. SSD, bat. 5-6h dotykowy",450,Pruchna - 25 czerwca 2025,https://www.olx.pl/d/oferta/szybki-laptop-do-pracy-internetu-rozrywki-ssd-bat-5-6h-dotykowy-CID99-ID1581to.html
Laptop Lenovo 14,450,Kościerzyna - 22 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-14-CID99-ID15vxNL.html
"Lenovo Thinkpad x280 8Gb RAM, 128Gb HDD, mocna bateria długo trzyma",450,"Kraków, Czyżyny - 02 czerwca 2025",https://www.olx.pl/d/oferta/lenovo-thinkpad-x280-8gb-ram-128gb-hdd-mocna-bateria-dlugo-trzyma-CID99-ID14bTpa.html
"Laptop LENOVO THINKPAD E14 14 "" Intel Core i3 8 GB / 256 GB FHD SSD B",460,"Szczecin, Kijewo - Odświeżono dnia 11 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-e14-14-intel-core-i3-8-gb-256-gb-fhd-ssd-b-CID99-ID166vdC.html
Laptop lenovo skladany uzywany,460,Sława - 09 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-skladany-uzywany-CID99-ID12owzG.html
Laptop Lenovo x250 / Intel Core i7-5600U / 8 GB / 120 GB SSD bdb stan,469,"Szczecin, Niebuszewo - 09 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-x250-intel-core-i7-5600u-8-gb-120-gb-ssd-bdb-stan-CID99-IDTS1vB.html
Laptop Lenovo ThinkPad T470 Intel Core i5 16GB RAM SSD Win10 !!!,469,Ostrów Wielkopolski - 18 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-t470-intel-core-i5-16gb-ram-ssd-win10-CID99-ID15Srka.html
Laptop Lenovo ThinkPad X260 i5-6300U RAM 16GB SSD 256GB Diagnostyka,480,Siedlce - 21 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-x260-i5-6300u-ram-16gb-ssd-256gb-diagnostyka-CID99-ID16k2QR.html
Laptop Lenovo ThinkPad X260 i5-6300U RAM 16GB SSD 256GB Diagnostyka,480,Siedlce - 21 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-x260-i5-6300u-ram-16gb-ssd-256gb-diagnostyka-CID99-ID16k2QR.html
Laptop Lenovo ThinkPad X260 i5-6300U RAM 16GB SSD 256GB Diagnostyka,480,Siedlce - 21 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-x260-i5-6300u-ram-16gb-ssd-256gb-diagnostyka-CID99-ID16k2QR.html
Laptop Lenovo ThinkPad X260 i5-6300U RAM 16GB SSD 256GB Diagnostyka,480,Siedlce - 21 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-x260-i5-6300u-ram-16gb-ssd-256gb-diagnostyka-CID99-ID16k2QR.html
"Laptop Lenovo Z50-70 ze sprawną baterią, 8 GB RAM, dysk SSD",480,Jędrzejów - 04 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-z50-70-ze-sprawna-bateria-8-gb-ram-dysk-ssd-CID99-ID15ht7T.html
Laptop Lenovo ThinkPad X260 i5-6300U RAM 16GB SSD 256GB Diagnostyka,480,Siedlce - 21 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-x260-i5-6300u-ram-16gb-ssd-256gb-diagnostyka-CID99-ID16k2QR.html
Laptop Lenovo Ideapad 320-15IAP Pentium 8GB SSD 256GB jak NOWY,480,Bytom - 14 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-ideapad-320-15iap-pentium-8gb-ssd-256gb-jak-nowy-CID99-ID14YgaM.html
Lenovo ThinkPad X1 Carbon 1 gen i5-3427U 4GB 128 Windows 10 Home,480,"Łódź, Śródmieście - 09 czerwca 2025",https://www.olx.pl/d/oferta/lenovo-thinkpad-x1-carbon-1-gen-i5-3427u-4gb-128-windows-10-home-CID99-ID151bn8.html
"Laptop Lenovo Z50-70 ze sprawną baterią, 8 GB RAM, dysk SSD",480,Jędrzejów - 04 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-z50-70-ze-sprawna-bateria-8-gb-ram-dysk-ssd-CID99-ID15ht7T.html
Laptop Ideapad 310-15ISK,480,Rzeszów - 26 czerwca 2025,https://www.olx.pl/d/oferta/laptop-ideapad-310-15isk-CID99-ID120mci.html
"Lenovo ThinkPad X260 Notebook LENOVO, Tanio!!!",480,Lubawa - 22 czerwca 2025,https://www.olx.pl/d/oferta/lenovo-thinkpad-x260-notebook-lenovo-tanio-CID99-ID1338UJ.html
Laptop Lenovo T470s - i5 - 12GB RAM - 250 GB SSD,490,"Katowice, Osiedle Witosa - 24 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-t470s-i5-12gb-ram-250-gb-ssd-CID99-ID14T5gU.html
Laptop Lenovo T470s - i5 - 12GB RAM - 250 GB SSD,490,"Katowice, Osiedle Witosa - 24 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-t470s-i5-12gb-ram-250-gb-ssd-CID99-ID14T5gU.html
Laptop lenovo...,490,Niekłonice - 23 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-CID99-ID16ltUa.html
Laptop Lenovo T470s - i5 - 12GB RAM - 250 GB SSD,490,"Katowice, Osiedle Witosa - 24 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-t470s-i5-12gb-ram-250-gb-ssd-CID99-ID14T5gU.html
Laptop Lenovo T470s - i5 - 12GB RAM - 250 GB SSD,490,"Katowice, Osiedle Witosa - 24 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-t470s-i5-12gb-ram-250-gb-ssd-CID99-ID14T5gU.html
Laptop Lenovo T470s - i5 - 12GB RAM - 250 GB SSD,490,"Katowice, Osiedle Witosa - 24 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-t470s-i5-12gb-ram-250-gb-ssd-CID99-ID14T5gU.html
Laptop Lenovo T470s - i5 - 12GB RAM - 250 GB SSD,490,"Katowice, Osiedle Witosa - 24 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-t470s-i5-12gb-ram-250-gb-ssd-CID99-ID14T5gU.html
Laptop Lenovo Ideapad 4 GB RAM dysk 240 GB SSD,495,"Wrocław, Krzyki - 13 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-ideapad-4-gb-ram-dysk-240-gb-ssd-CID99-ID14P73K.html
Laptop Lenovo ThinkPad T440p,499,"Kraków, Prądnik Czerwony - 26 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-t440p-CID99-ID16nNWe.html
Laptop Lenovo Yoga 2 13 Dotykowy ekran multitouch i3 4030U 480GB ssd,499,"Białystok, Starosielce - 04 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-yoga-2-13-dotykowy-ekran-multitouch-i3-4030u-480gb-ssd-CID99-ID14hnIL.html
Laptop Lenovo Yoga 510-14ISK,499,Susz - 13 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-yoga-510-14isk-CID99-ID14qT4G.html
"Laptop LENOVO THINKPAD E14 14 "" Intel Core i3 8 GB / 256 GB FHD SSD A-",499,"Szczecin, Kijewo - Odświeżono dnia 06 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-e14-14-intel-core-i3-8-gb-256-gb-fhd-ssd-a-CID99-ID162C2o.html
Lenovo Yoga TAB3 Plus YT-X703L puma black LTE telefon,499,Mosina - 07 czerwca 2025,https://www.olx.pl/d/oferta/lenovo-yoga-tab3-plus-yt-x703l-puma-black-lte-telefon-CID99-ID15h55O.html
"Laptop 15"" Lenovo ideapad 3 i3/GeForce/1TB uszk matryca/na części",499,Zielona Góra - 26 czerwca 2025,https://www.olx.pl/d/oferta/laptop-15-lenovo-ideapad-3-i3-geforce-1tb-uszk-matryca-na-czesci-CID99-ID12QvmZ.html
"ThinkPad T430 i7-3520M , 8GB/120 GB, SSD , Lenovo",500,"Warszawa, Bemowo - 20 czerwca 2025",https://www.olx.pl/d/oferta/thinkpad-t430-i7-3520m-8gb-120-gb-ssd-lenovo-CID99-IDYvpKR.html
Laptop Lenovo w dobrym stanie Prosze Dzwonić pod numer!8,500,"Gdynia, Wzgórze Świętego Maksymiliana - 24 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-w-dobrym-stanie-prosze-dzwonic-pod-numer-8-CID99-ID14C9Ca.html
Laptop Lenovo w dobrym stanie,500,Szlachta - 28 maja 2025,https://www.olx.pl/d/oferta/laptop-lenovo-w-dobrym-stanie-CID99-ID13em9G.html
Thinkpad T15p GEN 1,500,Radom - 25 czerwca 2025,https://www.olx.pl/d/oferta/thinkpad-t15p-gen-1-CID99-ID16nDdZ.html
Laptop Lenovo ThinkPad używany,500,Rybnik - 02 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-uzywany-CID99-ID15f3zk.html
Laptop Lenovo sprawny,500,Jordanów Śląski - 17 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-sprawny-CID99-IDRhaT4.html
Laptop Lenovo | Ryzen 3 | SSD 256 GB | Dobry stan,500,Sosnowiec - 23 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-ryzen-3-ssd-256-gb-dobry-stan-CID99-ID16lJrM.html
Lenovo laptop IdeaPad 3,500,Podgaje - 09 czerwca 2025,https://www.olx.pl/d/oferta/lenovo-laptop-ideapad-3-CID99-ID15DOqZ.html
"Laptop Lenovo - Przekątna ekranu 15.6"" (ideapad) - Type 80T7",500,"Łódź, Górna - 30 maja 2025",https://www.olx.pl/d/oferta/laptop-lenovo-przekatna-ekranu-15-6-ideapad-type-80t7-CID99-ID162jdo.html
Lenovo ThinkPad X1 yoga 1st i5 6300u 8GB 240Gb Full HD 2in1,500,"Warszawa, Ursus - 25 czerwca 2025",https://www.olx.pl/d/oferta/lenovo-thinkpad-x1-yoga-1st-i5-6300u-8gb-240gb-full-hd-2in1-CID99-ID16nxl3.html
"Laptop Notebook Lenovo ThinkPad L480, 8 GB RAM",500,"Warszawa, Włochy - 15 czerwca 2025",https://www.olx.pl/d/oferta/laptop-notebook-lenovo-thinkpad-l480-8-gb-ram-CID99-ID16fsUu.html
Lenovo ThinkPad L13 gen 2 Na Części,500,Roszków - 07 czerwca 2025,https://www.olx.pl/d/oferta/lenovo-thinkpad-l13-gen-2-na-czesci-CID99-ID15IDG5.html
Laptop lenovo think pad,500,"Gdańsk, Wrzeszcz - 21 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-think-pad-CID99-ID15uuuw.html
Laptop Lenovo ideaped 100 -15IBY 4/500GB,500,Staszów - 18 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-ideaped-100-15iby-4-500gb-CID99-IDZS8sv.html
Laptop Lenovo Thinkpad X230 Windows 10 16GB RAM i5-3gen SSD,500,Toruń - 26 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-x230-windows-10-16gb-ram-i5-3gen-ssd-CID99-ID16ofas.html
Laptop Lenovo v110-15iap,500,Pleszew - 04 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-v110-15iap-CID99-IDYe48V.html
"Lenovo ideaPad 300 ,i5 ,17,3 wyświetlacz,",500,Zielona Góra - 09 czerwca 2025,https://www.olx.pl/d/oferta/lenovo-ideapad-300-i5-17-3-wyswietlacz-CID99-ID12snyE.html
Lenovo laptop IdeaPad 3,500,Podgaje - 09 czerwca 2025,https://www.olx.pl/d/oferta/lenovo-laptop-ideapad-3-CID99-ID15DOqZ.html
"Lenovo Ideapad Z710, i7, NVIDIA.",500,Zielona Góra - 19 czerwca 2025,https://www.olx.pl/d/oferta/lenovo-ideapad-z710-i7-nvidia-CID99-ID158k9s.html
Laptop Lenovo IdeaPad 1,500,Rokocin - 07 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-ideapad-1-CID99-ID1692wg.html
"Lenovo ThinkPad Edge DDR3- 8GB ramu, nowy dysk SSD 250GB",500,"Warszawa, Ursus - 15 czerwca 2025",https://www.olx.pl/d/oferta/lenovo-thinkpad-edge-ddr3-8gb-ramu-nowy-dysk-ssd-250gb-CID99-ID15ribN.html
Laptop Lenovo,500,Radziejów - 10 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-CID99-ID15nLRO.html
Lenovo ideapad 510,500,"Warszawa, Targówek - 12 czerwca 2025",https://www.olx.pl/d/oferta/lenovo-ideapad-510-CID99-ID13UzTl.html
Laptop 2w1 Lenovo yoga 500,500,"Łódź, Śródmieście - 31 maja 2025",https://www.olx.pl/d/oferta/laptop-2w1-lenovo-yoga-500-CID99-ID15DxjK.html
Laptop lenovo 320-15ikb (type 80xl 80ye) laptop (ideapad) - type 80xl,500,Izabelin - 29 maja 2025,https://www.olx.pl/d/oferta/laptop-lenovo-320-15ikb-type-80xl-80ye-laptop-ideapad-type-80xl-CID99-IDVJ8cS.html
Lenovo laptop IdeaPad 3,500,Podgaje - 09 czerwca 2025,https://www.olx.pl/d/oferta/lenovo-laptop-ideapad-3-CID99-ID15DOqZ.html
"Laptop Lenovo ThinkPad X250 12,5""",500,"Gdańsk, Wrzeszcz - 21 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-x250-12-5-CID99-ID15XJ5I.html
lenovo ideapad 320-15iap,500,Lublin - 07 czerwca 2025,https://www.olx.pl/d/oferta/lenovo-ideapad-320-15iap-CID99-IDTc70k.html
Laptop Lenovo ThinkPad T440,500,Kościerzyna - 12 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-t440-CID99-IDWYrxk.html
Laptop Lenovo Ideapad,500,Świdnik - 21 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-ideapad-CID99-ID15S5E7.html
Lenovo Think Pad X1 Carbon LTE(4G),500,"Kraków, Dębniki - 07 czerwca 2025",https://www.olx.pl/d/oferta/lenovo-think-pad-x1-carbon-lte4g-CID99-IDSmQLb.html
Laptop lenovo w dobrym stanie,500,Bartniki - 31 maja 2025,https://www.olx.pl/d/oferta/laptop-lenovo-w-dobrym-stanie-CID99-ID144SXR.html
Laptop Lenovo G50-30,500,Nowa Wieś - 26 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-g50-30-CID99-ID16o6rO.html
IdeaPad 3-14ADA05 Laptop - Type 81W0,500,Okuniew - 01 czerwca 2025,https://www.olx.pl/d/oferta/ideapad-3-14ada05-laptop-type-81w0-CID99-ID15f3Cw.html
Lenovo laptop IdeaPad 3,500,Podgaje - 09 czerwca 2025,https://www.olx.pl/d/oferta/lenovo-laptop-ideapad-3-CID99-ID15DOqZ.html
"LENOVO V110/15,6''Mat/i3/SSD256GB/RAM8GB/Kam/Bat>2h/Windows 10PRO",529,"Łódź, Górna - 02 czerwca 2025",https://www.olx.pl/d/oferta/lenovo-v110-15-6mat-i3-ssd256gb-ram8gb-kam-bat2h-windows-10pro-CID99-ID15eVTi.html
Lenovo Legion Y520-15IKBN – i5-7300HQ / GTX 1050 / 1TB HDD,530,Ostrów Mazowiecka - 25 czerwca 2025,https://www.olx.pl/d/oferta/lenovo-legion-y520-15ikbn-i5-7300hq-gtx-1050-1tb-hdd-CID99-ID16nt7O.html
"Laptop Lenovo IdeaPad S145-14AST 14' - jak nowy"" AMD A9-9425 8GB RAM 5",535,"Łódź, Polesie - 25 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-ideapad-s145-14ast-14-jak-nowy-amd-a9-9425-8gb-ram-5-CID99-ID13cPK4.html
"Laptop Lenovo IdeaPad S145-14AST 14' - jak nowy"" AMD A9-9425 8GB RAM 5",535,"Łódź, Polesie - 25 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-ideapad-s145-14ast-14-jak-nowy-amd-a9-9425-8gb-ram-5-CID99-ID13cPK4.html
Laptop Lenovo sprzedam,540,"Kraków, Podgórze - 13 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-sprzedam-CID99-ID13Uvcy.html
Laptop 2 w 1! Lenovo ThinkPad Yoga 260 i5-8GB RAM 256GB SSD Dotykowy!,549,"Warszawa, Śródmieście - Odświeżono dnia 22 czerwca 2025",https://www.olx.pl/d/oferta/laptop-2-w-1-lenovo-thinkpad-yoga-260-i5-8gb-ram-256gb-ssd-dotykowy-CID99-ID15rOHv.html
Laptop 2 w 1! Lenovo ThinkPad Yoga 260 i5-8GB RAM 256GB SSD Dotykowy!,549,"Warszawa, Śródmieście - Odświeżono dnia 22 czerwca 2025",https://www.olx.pl/d/oferta/laptop-2-w-1-lenovo-thinkpad-yoga-260-i5-8gb-ram-256gb-ssd-dotykowy-CID99-ID15rOHv.html
"1343 Laptop Lenovo 15"" Dysk SSD 240GB, INTEL 2.40GHz, Win. 10, 8GB RAM",549,Olsztyn - 14 czerwca 2025,https://www.olx.pl/d/oferta/1343-laptop-lenovo-15-dysk-ssd-240gb-intel-2-40ghz-win-10-8gb-ram-CID99-ID16eEOm.html
Laptop Lenovo 12GB RAM i5-7200U SSD,549,"Kraków, Dębniki - 09 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-12gb-ram-i5-7200u-ssd-CID99-ID12Uj2E.html
Lenovo V110-15ISK,550,"Wrocław, Śródmieście - 14 czerwca 2025",https://www.olx.pl/d/oferta/lenovo-v110-15isk-CID99-ID14Vssb.html
Laptop Lenovo ThinkPad L440/i5/8gb./ssd/120gb.,550,Kluczbork - 14 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-l440-i5-8gb-ssd-120gb-CID99-ID16eDpA.html
laptop lenovo Y520,550,Koszalin - 09 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-y520-CID99-ID14RurM.html
Laptop lenovo thinkpad x240,550,Siedlce - Dzisiaj o 08:44,https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-x240-CID99-ID16ormJ.html
Laptop gamingowy Lenovo y50-70,550,"Łódź, Polesie - Odświeżono dnia 26 czerwca 2025",https://www.olx.pl/d/oferta/laptop-gamingowy-lenovo-y50-70-CID99-ID16m61f.html
Laptop Lenovo Thinkpad T480 14FHD i5-8350/256GB/8GBDDR4/W10/Super stan,550,"Warszawa, Bielany - Odświeżono dnia 21 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-t480-14fhd-i5-8350-256gb-8gbddr4-w10-super-stan-CID99-ID168rJu.html
Laptop gamingowy Lenovo y50-70,550,"Łódź, Polesie - Odświeżono dnia 26 czerwca 2025",https://www.olx.pl/d/oferta/laptop-gamingowy-lenovo-y50-70-CID99-ID16m61f.html
"Laptop Lenovo ThinkPad L590, i3-8145u, 8/256",550,Bielsko-Biała - 24 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-l590-i3-8145u-8-256-CID99-ID15YgXd.html
Laptop - Chromebook Lenovo Slim 3,550,"Katowice, Załęże - 20 czerwca 2025",https://www.olx.pl/d/oferta/laptop-chromebook-lenovo-slim-3-CID99-ID16jzwV.html
Laptop gamingowy Lenovo y50-70,550,"Łódź, Polesie - Odświeżono dnia 26 czerwca 2025",https://www.olx.pl/d/oferta/laptop-gamingowy-lenovo-y50-70-CID99-ID16m61f.html
Laptop Lenovo Ideapad 100-15 ibr,550,Ozimek - 12 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-ideapad-100-15-ibr-CID99-IDTM8XO.html
Laptop lenovo ideapad y 730 model 20010,550,Jasieniec - 08 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-ideapad-y-730-model-20010-CID99-IDPoziz.html
"Lenovo Ideapad -15,6 cala -Core i3 4x2,30GHz -8GB Ram -256GB SSD Win11",550,"Wrocław, Fabryczna - 14 czerwca 2025",https://www.olx.pl/d/oferta/lenovo-ideapad-15-6-cala-core-i3-4x2-30ghz-8gb-ram-256gb-ssd-win11-CID99-ID11qDMm.html
Laptop Lenovo ThinkPad L560 i5-6200U 16GB Dysk 750 GB+ stacja dokująca,550,Elbląg - 22 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-l560-i5-6200u-16gb-dysk-750-gb-stacja-dokujaca-CID99-ID16kkHb.html
LAPTOP LENOVO W510 - RAM 16GB / dysk SSD - 500GB,550,"Wrocław, Śródmieście - 21 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-w510-ram-16gb-dysk-ssd-500gb-CID99-ID144WGo.html
Lenovo Yoga Tab 3 10,550,Jawiszowice - 15 czerwca 2025,https://www.olx.pl/d/oferta/lenovo-yoga-tab-3-10-CID99-IDKJQoA.html
Laptop Lenovo IdeaPad S145,550,Sierosław - 15 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-ideapad-s145-CID99-ID16eQrq.html
Laptop Lenovo ThinkPad i3 16GB ram idealny dla ucznia lub kierowcy,550,"Częstochowa, Parkitka - Dzisiaj o 11:39",https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-i3-16gb-ram-idealny-dla-ucznia-lub-kierowcy-CID99-ID14EnKK.html
Laptop lenovo ThinkPad T450 i5-5200U 8GB 120GB SSD 1600x900,560,"Kraków, Podgórze - 10 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-t450-i5-5200u-8gb-120gb-ssd-1600x900-CID99-IDZsARM.html
"Laptop Lenovo Ideapad 300, Windows 10, Microsoft Office 2021",561,"Warszawa, Bielany - 10 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-ideapad-300-windows-10-microsoft-office-2021-CID99-ID16aWHf.html
Nowy Laptop Lenovo 100E amd Radeon windows 11 wifi BT 4GB 192GB ssd,565,Góra Kalwaria - 21 czerwca 2025,https://www.olx.pl/d/oferta/nowy-laptop-lenovo-100e-amd-radeon-windows-11-wifi-bt-4gb-192gb-ssd-CID99-ID16jO1N.html
Laptop Lenovo IdeaPad S145-15AST,565,Grojec - 14 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-ideapad-s145-15ast-CID99-ID14VfNZ.html
Nowy Laptop Lenovo 100E amd Radeon windows 11 wifi BT 4GB 192GB ssd,565,Góra Kalwaria - 21 czerwca 2025,https://www.olx.pl/d/oferta/nowy-laptop-lenovo-100e-amd-radeon-windows-11-wifi-bt-4gb-192gb-ssd-CID99-ID16jO1N.html
Nowy Laptop Lenovo 100E amd Radeon windows 11 wifi BT 4GB 192GB ssd,565,Góra Kalwaria - 21 czerwca 2025,https://www.olx.pl/d/oferta/nowy-laptop-lenovo-100e-amd-radeon-windows-11-wifi-bt-4gb-192gb-ssd-CID99-ID16jO1N.html
Nowy Laptop Lenovo 100E amd Radeon windows 11 wifi BT 4GB 192GB ssd,565,Góra Kalwaria - 21 czerwca 2025,https://www.olx.pl/d/oferta/nowy-laptop-lenovo-100e-amd-radeon-windows-11-wifi-bt-4gb-192gb-ssd-CID99-ID16jO1N.html
Nowy Laptop Lenovo 100E amd Radeon windows 11 wifi BT 4GB 192GB ssd,565,Góra Kalwaria - 21 czerwca 2025,https://www.olx.pl/d/oferta/nowy-laptop-lenovo-100e-amd-radeon-windows-11-wifi-bt-4gb-192gb-ssd-CID99-ID16jO1N.html
"Laptop Lenovo V14-IIL, Intel Core i5, 12 GB RAM, Win 11 Pro, SSD 256Gb",570,"Warszawa, Śródmieście - Dzisiaj o 00:22",https://www.olx.pl/d/oferta/laptop-lenovo-v14-iil-intel-core-i5-12-gb-ram-win-11-pro-ssd-256gb-CID99-ID15YCJI.html
laptop lenovo think pad L14 i5-10210u/8gb /256gb ssd 14'',580,"Szczecin, Centrum - 24 czerwca 2025",https://www.olx.pl/d/oferta/laptop-lenovo-think-pad-l14-i5-10210u-8gb-256gb-ssd-14-CID99-ID15wTRD.html
"Lenovo ThinkPad Yoga 260, i5-6300U, 8GB RAM, 240GB SSD, dotyk Full HD",590,Kielce - 10 czerwca 2025,https://www.olx.pl/d/oferta/lenovo-thinkpad-yoga-260-i5-6300u-8gb-ram-240gb-ssd-dotyk-full-hd-CID99-ID16bf7N.html
Laptop Lenovo ThinkPad/Intel i5/SSD/8GB RAM/2 bat/Podsw. Klaw. /Win 11,599,"Wrocław, Psie Pole - Odświeżono Dzisiaj o 09:15",https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-intel-i5-ssd-8gb-ram-2-bat-podsw-klaw-win-11-CID99-ID15j6Kv.html
"Laptop ThinkPad L380 13"" i3-8gen ssd-120GB Win11 Gwar.Faktura",599,Zielona Góra - 28 maja 2025,https://www.olx.pl/d/oferta/laptop-thinkpad-l380-13-i3-8gen-ssd-120gb-win11-gwar-faktura-CID99-ID14cFDm.html
Laptop Lenovo ThinkPad/Intel i5/SSD/8GB RAM/2 bat/Podsw. Klaw. /Win 11,599,"Wrocław, Psie Pole - Odświeżono Dzisiaj o 09:15",https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-intel-i5-ssd-8gb-ram-2-bat-podsw-klaw-win-11-CID99-ID15j6Kv.html
Laptop Lenovo ThinkPad/Intel i5/SSD/8GB RAM/2 bat/Podsw. Klaw. /Win 11,599,"Wrocław, Psie Pole - Odświeżono Dzisiaj o 09:15",https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-intel-i5-ssd-8gb-ram-2-bat-podsw-klaw-win-11-CID99-ID15j6Kv.html
Laptop Lenovo Ideapad 710S-13IKB I7-7500U 8GB RAM DYSK 256GB,599,Opole - 24 czerwca 2025,https://www.olx.pl/d/oferta/laptop-lenovo-ideapad-710s-13ikb-i7-7500u-8gb-ram-dysk-256gb-CID99-ID14CwC0.html
Laptop Lenovo ThinkPad/Intel i5/SSD/8GB RAM/2 bat/Podsw. Klaw. /Win 11,599,"Wrocław, Psie Pole - Odświeżono Dzisiaj o 09:15",https://www.olx.pl/d/oferta/laptop-lenovo-thinkpad-intel-i5-ssd-8gb-ram-2-bat-podsw-klaw-win-11-CID99-ID15j6Kv.html
DOTYKOWY Laptop Lenovo ThinkPad X1 Carbon - i7-4600U/8GB/256SSD 4G FV,599,Zielona Góra - 24 czerwca 2025,https://www.olx.pl/d/oferta/dotykowy-laptop-lenovo-thinkpad-x1-carbon-i7-4600u-8gb-256ssd-4g-fv-CID99-ID16m6vL.html
